AtcoCode,CommonName,StopType,ShortCommonName,Street,Longitude,Latitude,ModifiedDate,CreatedDate,LocalityName,Easting,Northing
700000000000,Mount Eagles,BusCoachTramOnStreetPoint,,,-6.0452305272,54.552828129,09/07/2020,09/07/2020,Belfast Metro Ops,326529,368926
700000000001,Queens Square,BusCoachTramOnStreetPoint,,,-5.92275262,54.60106657,09/07/2020,09/07/2020,Belfast Metro Ops,334293,374521
700000000002,Lagmore Reservoir,BusCoachTramOnStreetPoint,,,-6.042831962,54.5551433617,09/07/2020,09/07/2020,Belfast Metro Ops,326677,369188
700000000003,Station Street,BusCoachTramOnStreetPoint,,,-5.9186719939,54.600619178,09/07/2020,09/07/2020,Belfast Metro Ops,334559,374480
700000000004,Lagmore Avenue (Teeling Avenue),BusCoachTramOnStreetPoint,,,-6.0419172358,54.5548769821,09/07/2020,09/07/2020,Belfast Metro Ops,326737,369160
700000000005,Short Strand (Newtownards Road),BusCoachTramOnStreetPoint,,,-5.9081420006,54.6001411095,09/07/2020,09/07/2020,Belfast Metro Ops,335241,374447
700000000006,Lagmore Avenue (Glendowan Park),BusCoachTramOnStreetPoint,,,-6.039862218,54.5538913055,09/07/2020,09/07/2020,Belfast Metro Ops,326873,369054
700000000007,Tower Street,BusCoachTramOnStreetPoint,,,-5.9050802915,54.5997916404,09/07/2020,09/07/2020,Belfast Metro Ops,335440,374414
700000000008,Lagmore Avenue (Glenferna),BusCoachTramOnStreetPoint,,,-6.0328012795,54.5541450481,09/07/2020,09/07/2020,Belfast Metro Ops,327329,369095
700000000009,Templemore Avenue,BusCoachTramOnStreetPoint,,,-5.90163579,54.59936358,09/07/2020,09/07/2020,Belfast Metro Ops,335664,374373
700000000010,Lagmore Meadows,BusCoachTramOnStreetPoint,,,-6.0317597244,54.5513787436,09/07/2020,09/07/2020,Belfast Metro Ops,327405,368789
700000000011,Dee Street,BusCoachTramOnStreetPoint,,,-5.8980386005,54.598896821,09/07/2020,09/07/2020,Belfast Metro Ops,335898,374328
700000000012,Lagmore Drive,BusCoachTramOnStreetPoint,,,-6.03198217,54.54964829,09/07/2020,09/07/2020,Belfast Metro Ops,327396,368596
700000000013,Ribble Street,BusCoachTramOnStreetPoint,,,-5.8936266892,54.5983259291,09/07/2020,09/07/2020,Belfast Metro Ops,336185,374273
700000000014,Lagmore Dale,BusCoachTramOnStreetPoint,,,-6.0291367046,54.5483979854,09/07/2020,09/07/2020,Belfast Metro Ops,327584,368462
700000000015,Connswater,BusCoachTramOnStreetPoint,,,-5.89358495,54.59778871,09/07/2020,09/07/2020,Belfast Metro Ops,336189,374213
700000000016,Lagmore Dale,BusCoachTramOnStreetPoint,,,-6.0295103793,54.5483411802,09/07/2020,09/07/2020,Belfast Metro Ops,327560,368455
700000000018,Lagmore Drive,BusCoachTramOnStreetPoint,,,-6.0318096164,54.5487380128,09/07/2020,09/07/2020,Belfast Metro Ops,327410,368495
700000000019,Holywood Arches,BusCoachTramOnStreetPoint,,,-5.88755524,54.59810366,09/07/2020,09/07/2020,Belfast Metro Ops,336578,374260
700000000020,Lagmore Meadows,BusCoachTramOnStreetPoint,,,-6.0322601234,54.550937644,09/07/2020,09/07/2020,Belfast Metro Ops,327374,368739
700000000021,Dundela Park,BusCoachTramOnStreetPoint,,,-5.8847016117,54.6000391337,09/07/2020,09/07/2020,Belfast Metro Ops,336756,374481
700000000022,Lagmore Avenue (Glenferna),BusCoachTramOnStreetPoint,,,-6.0322453508,54.553812551,09/07/2020,09/07/2020,Belfast Metro Ops,327366,369059
700000000023,Parkgate Avenue,BusCoachTramOnStreetPoint,,,-5.88291056,54.60188789,09/07/2020,09/07/2020,Belfast Metro Ops,336865,374690
700000000024,Lagmore Avenue (Glendowan Park),BusCoachTramOnStreetPoint,,,-6.0397275133,54.5537992742,09/07/2020,09/07/2020,Belfast Metro Ops,326882,369044
700000000026,Lagmore Avenue (Teeling Avenue),BusCoachTramOnStreetPoint,,,-6.0417177702,54.554523345,09/07/2020,09/07/2020,Belfast Metro Ops,326751,369121
700000000027,Connsbrook Avenue (Larkfield),BusCoachTramOnStreetPoint,,,-5.88018074,54.60484587,09/07/2020,09/07/2020,Belfast Metro Ops,337031,375024
700000000028,Lagmore Ave,BusCoachTramOnStreetPoint,,,-6.0300023591,54.5516017079,09/07/2020,09/07/2020,Ulsterbus,327518,368817
700000000029,Palmerston Road,BusCoachTramOnStreetPoint,,,-5.87605124,54.60570299,09/07/2020,09/07/2020,Belfast Metro Ops,337295,375128
700000000030,Summerhill Estate,BusCoachTramOnStreetPoint,,,-6.0235473365,54.5470039686,09/07/2020,09/07/2020,Belfast Metro Ops,327950,368317
700000000031,Palmerston Road (Station Road),BusCoachTramOnStreetPoint,,,-5.8746451848,54.6071138706,09/07/2020,09/07/2020,Belfast Metro Ops,337382,375288
700000000032,Summerhill Drive (St.Marks),BusCoachTramOnStreetPoint,,,-6.0233800095,54.5498157842,07/09/2021,09/07/2020,Belfast Metro Ops,327949,368629
700000000033,Station Road,BusCoachTramOnStreetPoint,,,-5.8754925402,54.6080811641,09/07/2020,09/07/2020,Belfast Metro Ops,337324,375394
700000000034,Brook Activity Centre,BusCoachTramOnStreetPoint,,,-6.0218863458,54.5525833636,09/07/2020,09/07/2020,Belfast Metro Ops,328040,368941
700000000035,Sydenham Halt,BusCoachTramOnStreetPoint,,,-5.8769290496,54.6093283391,09/07/2020,09/07/2020,Belfast Metro Ops,337227,375530
700000000037,Inverary Drive,BusCoachTramOnStreetPoint,,,-5.8746913893,54.6103852408,09/07/2020,09/07/2020,Belfast Metro Ops,337368,375652
700000000038,Twinbrook Road,BusCoachTramOnStreetPoint,,,-6.0261249403,54.5547550649,09/07/2020,09/07/2020,Belfast Metro Ops,327759,369175
700000000039,Inverary Playing Fields,BusCoachTramOnStreetPoint,,,-5.8725590069,54.6097188222,09/07/2020,09/07/2020,Belfast Metro Ops,337508,375582
700000000040,Donegall Avenue 58,BusCoachTramOnStreetPoint,,,-5.9503713997,54.5878894792,09/07/2020,09/07/2020,Belfast Metro Ops,332552,373003
700000000041,Inverleath Drive,BusCoachTramOnStreetPoint,,,-5.8704388838,54.6088189696,09/07/2020,09/07/2020,Belfast Metro Ops,337648,375486
700000000042,Donegall Avenue162,BusCoachTramOnStreetPoint,,,-5.9517521616,54.5859631297,09/07/2020,09/07/2020,Belfast Metro Ops,332469,372786
700000000043,Carolhill,BusCoachTramOnStreetPoint,,,-5.868729341,54.6083575932,09/07/2020,09/07/2020,Belfast Metro Ops,337760,375438
700000000044,Tates Avenue Opp House Nos 165,BusCoachTramOnStreetPoint,,,-5.9542533183,54.5848284182,09/07/2020,09/07/2020,Belfast Metro Ops,332311,372655
700000000045,Ashfield Boys,BusCoachTramOnStreetPoint,,,-5.86674194,54.60999695,09/07/2020,09/07/2020,Belfast Metro Ops,337882,375624
700000000046,Aughnacloy Hillcrest,BusCoachTramOnStreetPoint,,Dungannon,-6.9825770008,54.4207098082,09/07/2020,09/07/2020,Dungannon,266095,352937
700000000047,Ashfield Girls,BusCoachTramOnStreetPoint,,,-5.8654790407,54.6110138011,09/07/2020,09/07/2020,Belfast Metro Ops,337961,375740
700000000048,Black's Road (Balmoral Hotel),BusCoachTramOnStreetPoint,,,-5.9985947212,54.5604213591,09/07/2020,09/07/2020,Belfast Metro Ops,329522,369856
700000000049,Blanchflower Park,BusCoachTramOnStreetPoint,,,-5.8630870972,54.6129393218,09/07/2020,09/07/2020,Belfast Metro Ops,338109,375959
700000000050,Black's Road (Garnock Hill),BusCoachTramOnStreetPoint,,,-6.001322043,54.562820493,09/07/2020,09/07/2020,Belfast Metro Ops,329338,370118
700000000051,Tillysburn,BusCoachTramOnStreetPoint,,,-5.86183803,54.61466828,09/07/2020,09/07/2020,Belfast Metro Ops,338183,376153
700000000052,Black's Road (Brooke Drive),BusCoachTramOnStreetPoint,,,-6.0040281491,54.5640781334,09/07/2020,09/07/2020,Belfast Metro Ops,329159,370253
700000000053,Knocknagoney Road,BusCoachTramOnStreetPoint,,,-5.85801335,54.61891667,09/07/2020,09/07/2020,Belfast Metro Ops,338416,376634
700000000054,Black's Road (Black's Court),BusCoachTramOnStreetPoint,,,-6.0057625173,54.5643403452,09/07/2020,09/07/2020,Belfast Metro Ops,329046,370279
700000000055,Knocknagoney Primary,BusCoachTramOnStreetPoint,,,-5.8549143743,54.6185092589,09/07/2020,09/07/2020,Belfast Metro Ops,338618,376595
700000000056,Black's Road (Erris Grove),BusCoachTramOnStreetPoint,,,-6.0098223251,54.565745951,09/07/2020,09/07/2020,Belfast Metro Ops,328779,370428
700000000057,Knocknagoney Avenue,BusCoachTramOnStreetPoint,,,-5.8530873496,54.6182162985,09/07/2020,09/07/2020,Belfast Metro Ops,338737,376566
700000000058,Black's Road (Ringford Park),BusCoachTramOnStreetPoint,,,-6.0102842164,54.5661039586,09/07/2020,09/07/2020,Belfast Metro Ops,328748,370467
700000000059,Knocknagoney Avenue,BusCoachTramOnStreetPoint,,,-5.8524133678,54.6180785506,09/07/2020,09/07/2020,Belfast Metro Ops,338781,376552
700000000060,Black's Road (Trenchard),BusCoachTramOnStreetPoint,,,-6.0083538899,54.5651018278,09/07/2020,09/07/2020,Belfast Metro Ops,328876,370359
700000000061,Knocknagoney Primary,BusCoachTramOnStreetPoint,,,-5.857101449,54.6187277008,09/07/2020,09/07/2020,Belfast Metro Ops,338476,376615
700000000062,Black's Road (Brooke Drive),BusCoachTramOnStreetPoint,,,-6.0011622844,54.5629256717,09/07/2020,09/07/2020,Belfast Metro Ops,329348,370130
700000000063,Knocknagoney Dale,BusCoachTramOnStreetPoint,,,-5.859548686,54.6190046143,09/07/2020,09/07/2020,Belfast Metro Ops,338317,376641
700000000064,Black's Road (Balmoral Hotel),BusCoachTramOnStreetPoint,,,-5.9987457363,54.5608102078,09/07/2020,09/07/2020,Belfast Metro Ops,329511,369899
700000000065,Tillysburn,BusCoachTramOnStreetPoint,,,-5.86027009,54.61853816,09/07/2020,09/07/2020,Belfast Metro Ops,338271,376587
700000000066,Black's Road (M1 Onslip),BusCoachTramOnStreetPoint,,,-5.9972718005,54.5593392459,09/07/2020,09/07/2020,Belfast Metro Ops,329611,369738
700000000067,Tillysburn Park,BusCoachTramOnStreetPoint,,,-5.8618158,54.61385033,09/07/2020,09/07/2020,Belfast Metro Ops,338188,376062
700000000068,Upper Dunmurry Lane,BusCoachTramOnStreetPoint,,,-6.0072299078,54.5532771965,09/07/2020,09/07/2020,Ulsterbus,328986,369045
700000000069,Templeton House,BusCoachTramOnStreetPoint,,,-5.86276063,54.61294161,09/07/2020,09/07/2020,Belfast Metro Ops,338130,375959
700000000070,Upper Dunmurry Lane,BusCoachTramOnStreetPoint,,,-6.007134172,54.5533385133,09/07/2020,09/07/2020,Ulsterbus,328992,369052
700000000071,Ashfield Girls,BusCoachTramOnStreetPoint,,,-5.8653183179,54.610831265,09/07/2020,09/07/2020,Belfast Metro Ops,337972,375720
700000000072,Upper Dunmurry Lane (Glengoland),BusCoachTramOnStreetPoint,,,-6.0175094252,54.5625118433,09/07/2020,09/07/2020,Belfast Metro Ops,328292,370054
700000000073,Ashfield Boys,BusCoachTramOnStreetPoint,,,-5.8670318639,54.6094418363,09/07/2020,09/07/2020,Belfast Metro Ops,337866,375562
700000000074,Upper Dunmurry Lane (Corrina Park),BusCoachTramOnStreetPoint,,,-6.0152432904,54.5601476048,09/07/2020,09/07/2020,Belfast Metro Ops,328446,369795
700000000075,Carolhill,BusCoachTramOnStreetPoint,,,-5.8681659375,54.6085050885,09/07/2020,09/07/2020,Belfast Metro Ops,337795,375455
700000000076,Upper Dunmurry Lane (Corrina Park),BusCoachTramOnStreetPoint,,,-6.0159214395,54.5605091395,09/07/2020,09/07/2020,Belfast Metro Ops,328401,369834
700000000077,Inverary Avenue,BusCoachTramOnStreetPoint,,,-5.8700775736,54.6086239252,09/07/2020,09/07/2020,Belfast Metro Ops,337672,375465
700000000078,Upper Dunmurry Lane (Glengoland),BusCoachTramOnStreetPoint,,,-6.0173860722,54.562186367,09/07/2020,09/07/2020,Belfast Metro Ops,328301,370018
700000000079,Inverleith Drive,BusCoachTramOnStreetPoint,,,-5.8717890214,54.6093458824,09/07/2020,09/07/2020,Belfast Metro Ops,337559,375542
700000000080,Upper Dunmurry Lane (Cherry Road),BusCoachTramOnStreetPoint,,,-6.0107129797,54.5569823909,09/07/2020,09/07/2020,Belfast Metro Ops,328749,369451
700000000081,Inverary Playing Fields,BusCoachTramOnStreetPoint,,,-5.8735933223,54.6100694463,09/07/2020,09/07/2020,Belfast Metro Ops,337440,375619
700000000082,Cherry Road,BusCoachTramOnStreetPoint,,,-6.0138819101,54.5541233714,09/07/2020,09/07/2020,Belfast Metro Ops,328553,369127
700000000083,Sydenham Station,BusCoachTramOnStreetPoint,,,-5.8771713076,54.6091349177,09/07/2020,09/07/2020,Belfast Metro Ops,337212,375508
700000000084,Cherry Park,BusCoachTramOnStreetPoint,,,-6.0168899197,54.5536156668,09/07/2020,09/07/2020,Belfast Metro Ops,328360,369065
700000000085,Station Road,BusCoachTramOnStreetPoint,,,-5.8755197281,54.6081535218,09/07/2020,09/07/2020,Belfast Metro Ops,337322,375402
700000000086,Aspen Walk,BusCoachTramOnStreetPoint,,,-6.019206282,54.5549384583,09/07/2020,09/07/2020,Belfast Metro Ops,328206,369208
700000000087,Palmerston Road (Station Road),BusCoachTramOnStreetPoint,,,-5.8743766776,54.6072169755,09/07/2020,09/07/2020,Belfast Metro Ops,337399,375300
700000000088,St Luke's,BusCoachTramOnStreetPoint,,,-6.0218179486,54.5549542459,09/07/2020,09/07/2020,Belfast Metro Ops,328037,369205
700000000089,Larkfield Road,BusCoachTramOnStreetPoint,,,-5.877270529,54.6051472964,09/07/2020,09/07/2020,Belfast Metro Ops,337219,375064
700000000090,St Luke's,BusCoachTramOnStreetPoint,,,-6.0218934399,54.5549914199,09/07/2020,09/07/2020,Belfast Metro Ops,328032,369209
700000000091,Connsbrook Avenue (Larkfield),BusCoachTramOnStreetPoint,,,-5.87971613,54.60522048,09/07/2020,09/07/2020,Belfast Metro Ops,337060,375067
700000000092,Aspen Walk,BusCoachTramOnStreetPoint,,,-6.0190355065,54.5549536311,09/07/2020,09/07/2020,Belfast Metro Ops,328217,369210
700000000093,Strandburn Drive,BusCoachTramOnStreetPoint,,,-5.88104569,54.60379248,09/07/2020,09/07/2020,Belfast Metro Ops,336979,374905
700000000094,Cherry Park,BusCoachTramOnStreetPoint,,,-6.0170237003,54.5537256785,09/07/2020,09/07/2020,Belfast Metro Ops,328351,369077
700000000095,Parkgate Avenue,BusCoachTramOnStreetPoint,,,-5.88204635,54.60270723,09/07/2020,09/07/2020,Belfast Metro Ops,336918,374783
700000000096,Cherry Road,BusCoachTramOnStreetPoint,,,-6.0136671531,54.5544073604,09/07/2020,09/07/2020,Belfast Metro Ops,328566,369159
700000000097,Glendale Court,BusCoachTramOnStreetPoint,,,-5.8845123471,54.6001077056,09/07/2020,09/07/2020,Belfast Metro Ops,336768,374489
700000000098,Upper Dunmurry Lane (Cherry Road),BusCoachTramOnStreetPoint,,,-6.0103902039,54.5566266721,09/07/2020,09/07/2020,Belfast Metro Ops,328771,369412
700000000099,Connsbrook Avenue,BusCoachTramOnStreetPoint,,,-5.8850479773,54.5990298778,09/07/2020,09/07/2020,Belfast Metro Ops,336737,374368
700000000100,Upper Dunmurry Lane (Credenhill),BusCoachTramOnStreetPoint,,,-6.0124576223,54.5579814369,09/07/2020,09/07/2020,Belfast Metro Ops,328633,369559
700000000101,Holywood Arches,BusCoachTramOnStreetPoint,,,-5.8867287306,54.5982505875,09/07/2020,09/07/2020,Belfast Metro Ops,336631,374278
700000000102,Old Colin,BusCoachTramOnStreetPoint,,,-6.0210104801,54.5630627992,09/07/2020,09/07/2020,Belfast Metro Ops,328063,370108
700000000103,Connswater,BusCoachTramOnStreetPoint,,,-5.89413482,54.59742198,09/07/2020,09/07/2020,Belfast Metro Ops,336155,374171
700000000104,Laurelbank,BusCoachTramOnStreetPoint,,,-6.0267823012,54.5632295067,09/07/2020,09/07/2020,Belfast Metro Ops,327690,370117
700000000105,Hunt Street,BusCoachTramOnStreetPoint,,,-5.8938177843,54.598221435,09/07/2020,09/07/2020,Belfast Metro Ops,336173,374261
700000000106,Poleglass (Pembroke Loop),BusCoachTramOnStreetPoint,,,-6.0267583366,54.5656460348,09/07/2020,09/07/2020,Belfast Metro Ops,327684,370386
700000000107,Dee Street,BusCoachTramOnStreetPoint,,,-5.8975994737,54.5987094922,09/07/2020,09/07/2020,Belfast Metro Ops,335927,374308
700000000108,Pembroke Manor,BusCoachTramOnStreetPoint,,,-6.0236186819,54.5675804277,09/07/2020,09/07/2020,Belfast Metro Ops,327881,370607
700000000109,Templemore Avenue,BusCoachTramOnStreetPoint,,,-5.9014735637,54.5992080178,09/07/2020,09/07/2020,Belfast Metro Ops,335675,374356
700000000110,Colinbrook Avenue,BusCoachTramOnStreetPoint,,,-6.0265769614,54.5703601091,09/07/2020,09/07/2020,Belfast Metro Ops,327681,370911
700000000111,Tower Street,BusCoachTramOnStreetPoint,,,-5.9035643392,54.5994778671,09/07/2020,09/07/2020,Belfast Metro Ops,335539,374382
700000000112,Springbank Close,BusCoachTramOnStreetPoint,,,-6.0280816055,54.5689830125,09/07/2020,09/07/2020,Belfast Metro Ops,327588,370755
700000000113,Bryson Street,BusCoachTramOnStreetPoint,,,-5.9065000127,54.5998701196,09/07/2020,09/07/2020,Belfast Metro Ops,335348,374420
700000000114,Springbank Drive,BusCoachTramOnStreetPoint,,,-6.0296005906,54.5679475545,09/07/2020,09/07/2020,Belfast Metro Ops,327493,370637
700000000115,Short Strand (Newtownards Road),BusCoachTramOnStreetPoint,,,-5.90903915,54.60017728,09/07/2020,09/07/2020,Belfast Metro Ops,335182,374449
700000000116,Pantridge Road (Pembrooke Loop),BusCoachTramOnStreetPoint,,,-6.0286263685,54.5641041474,09/07/2020,09/07/2020,Belfast Metro Ops,327568,370211
700000000117,Bridge End,BusCoachTramOnStreetPoint,,,-5.9170906328,54.5997653516,09/07/2020,09/07/2020,Belfast Metro Ops,334664,374388
700000000118,Laurelbank,BusCoachTramOnStreetPoint,,,-6.0265625439,54.5632978004,09/07/2020,09/07/2020,Belfast Metro Ops,327704,370125
700000000119,Oxford Street,BusCoachTramOnStreetPoint,,,-5.9216530842,54.598909358,09/07/2020,09/07/2020,Belfast Metro Ops,334372,374284
700000000120,Old Colin,BusCoachTramOnStreetPoint,,,-6.0210866044,54.5633520986,09/07/2020,09/07/2020,Belfast Metro Ops,328058,370141
700000000121,Waterfront Hall,BusCoachTramOnStreetPoint,,,-5.92141798,54.59748866,09/07/2020,09/07/2020,Belfast Metro Ops,334391,374126
700000000122,Brian's Well Close,BusCoachTramOnStreetPoint,,,-6.034439579,54.5631475213,09/07/2020,09/07/2020,Belfast Metro Ops,327195,370094
700000000123,East Bridge Street (Central Station),BusCoachTramOnStreetPoint,,,-5.91808461,54.59563867,09/07/2020,09/07/2020,Belfast Metro Ops,334613,373926
700000000124,Brian's Well Road (Glenkeen),BusCoachTramOnStreetPoint,,,-6.0359477533,54.5610426167,09/07/2020,09/07/2020,Belfast Metro Ops,327104,369857
700000000125,Short Strand (Albert Bridge Road),BusCoachTramOnStreetPoint,,,-5.90881804,54.59567206,09/07/2020,09/07/2020,Belfast Metro Ops,335212,373948
700000000126,Brian's Well Close,BusCoachTramOnStreetPoint,,,-6.0342982731,54.5635136026,09/07/2020,09/07/2020,Belfast Metro Ops,327203,370135
700000000128,Bell Steel Road (Glenwood),BusCoachTramOnStreetPoint,,,-6.0297574278,54.560432776,09/07/2020,09/07/2020,Belfast Metro Ops,327506,369800
700000000129,Templemore Avenue,BusCoachTramOnStreetPoint,,,-5.9027102497,54.5953209768,09/07/2020,09/07/2020,Belfast Metro Ops,335608,373921
700000000130,Bell Steel Road (Woodside),BusCoachTramOnStreetPoint,,,-6.0295288419,54.5562930647,09/07/2020,09/07/2020,Belfast Metro Ops,327534,369340
700000000132,Bell Steel Road (Stewartstown Road),BusCoachTramOnStreetPoint,,,-6.0263146076,54.5572289913,09/07/2020,09/07/2020,Belfast Metro Ops,327739,369450
700000000133,Hornby Street,BusCoachTramOnStreetPoint,,,-5.89826822,54.59645536,09/07/2020,09/07/2020,Belfast Metro Ops,335891,374055
700000000134,Donegall Square North,BusCoachTramOnStreetPoint,,,-5.93090011,54.59744238,09/07/2020,09/07/2020,Belfast Metro Ops,333779,374103
700000000136,Upper Queen Steet,BusCoachTramOnStreetPoint,,,-5.9331352442,54.5964734227,09/07/2020,09/07/2020,Belfast Metro Ops,333638,373991
700000000137,Strandtown,BusCoachTramOnStreetPoint,,,-5.8825260933,54.5996147289,09/07/2020,09/07/2020,Belfast Metro Ops,336898,374438
700000000138,Upper Queen Steet,BusCoachTramOnStreetPoint,,,-5.9330611266,54.5961037735,09/07/2020,09/07/2020,Belfast Europa,333644,373950
700000000139,Strand Cinema,BusCoachTramOnStreetPoint,,,-5.8799151655,54.6004225944,09/07/2020,09/07/2020,Belfast Metro Ops,337064,374533
700000000140,Opera House,BusCoachTramOnStreetPoint,,,-5.9353547449,54.5957296209,09/07/2020,09/07/2020,Belfast Metro Ops,333497,373904
700000000141,Holywood Road (Park Avenue),BusCoachTramOnStreetPoint,,,-5.878218265,54.6012104935,09/07/2020,09/07/2020,Belfast Metro Ops,337171,374624
700000000142,Spendlove's,BusCoachTramOnStreetPoint,,,-5.9396204585,54.5955237939,09/07/2020,09/07/2020,Belfast Metro Ops,333222,373873
700000000143,St Mark's,BusCoachTramOnStreetPoint,,,-5.87501837,54.60347195,09/07/2020,09/07/2020,Belfast Metro Ops,337370,374881
700000000144,Grosvenor Road Rec. Centre,BusCoachTramOnStreetPoint,,,-5.94459191,54.59530051,09/07/2020,09/07/2020,Belfast Metro Ops,332901,373838
700000000145,Clonaver,BusCoachTramOnStreetPoint,,,-5.872980102,54.6049102333,09/07/2020,09/07/2020,Belfast Metro Ops,337497,375046
700000000146,184 Grosvenor Road,BusCoachTramOnStreetPoint,,,-5.9472341824,54.5952039445,09/07/2020,09/07/2020,Belfast Metro Ops,332731,373823
700000000147,Tudordale,BusCoachTramOnStreetPoint,,,-5.8703948672,54.6069942278,09/07/2020,09/07/2020,Belfast Metro Ops,337657,375283
700000000148,Grosvenor Road 210,BusCoachTramOnStreetPoint,,,-5.9497300868,54.595111485,09/07/2020,09/07/2020,Belfast Metro Ops,332570,373808
700000000149,Garnerville Road,BusCoachTramOnStreetPoint,,,-5.8602641242,54.6151087592,09/07/2020,09/07/2020,Belfast Metro Ops,338284,376206
700000000151,55 Garnerville Road,BusCoachTramOnStreetPoint,,,-5.8566899114,54.6147759658,09/07/2020,09/07/2020,Belfast Metro Ops,338516,376176
700000000152,Royal Hospitals (Grosvenor Road),BusCoachTramOnStreetPoint,,,-5.9532720363,54.5954499777,09/07/2020,09/07/2020,Belfast Metro Ops,332340,373839
700000000153,Upper Garnaville Road,BusCoachTramOnStreetPoint,,,-5.852802979,54.6147969223,09/07/2020,09/07/2020,Belfast Metro Ops,338767,376186
700000000154,Springfield Road - Inner Zone,BusCoachTramOnStreetPoint,,,-5.9562285075,54.5960480267,09/07/2020,09/07/2020,Belfast Metro Ops,332147,373900
700000000155,Tudordale,BusCoachTramOnStreetPoint,,,-5.8697158884,54.6072153505,09/07/2020,09/07/2020,Belfast Metro Ops,337700,375308
700000000156,Iris Street,BusCoachTramOnStreetPoint,,,-5.958073134,54.5972202507,09/07/2020,09/07/2020,Belfast Metro Ops,332024,374027
700000000157,Old Holywood Road,BusCoachTramOnStreetPoint,,,-5.8524848064,54.612607901,09/07/2020,09/07/2020,Belfast Metro Ops,338795,375943
700000000158,Blackstaff Bar,BusCoachTramOnStreetPoint,,,-5.9596453339,54.5988910073,09/07/2020,09/07/2020,Belfast Metro Ops,331917,374210
700000000159,Glenmillan,BusCoachTramOnStreetPoint,,,-5.8526254234,54.610525855,09/07/2020,09/07/2020,Belfast Metro Ops,338793,375711
700000000160,Springfield Road,BusCoachTramOnStreetPoint,,,-5.9606009952,54.5998954556,09/07/2020,09/07/2020,Belfast Metro Ops,331852,374320
700000000161,Old Holywood Road.,BusCoachTramOnStreetPoint,,,-5.8512440598,54.6091266179,09/07/2020,09/07/2020,Belfast Metro Ops,338887,375558
700000000162,Elswick Street,BusCoachTramOnStreetPoint,,,-5.9632235407,54.6016108138,09/07/2020,09/07/2020,Belfast Metro Ops,331677,374506
700000000163,82 Old Holywood Road,BusCoachTramOnStreetPoint,,,-5.8510918888,54.6079019428,09/07/2020,09/07/2020,Belfast Metro Ops,338901,375422
700000000164,Pollard Street,BusCoachTramOnStreetPoint,,,-5.9651445676,54.6021912083,09/07/2020,09/07/2020,Belfast Metro Ops,331551,374567
700000000165,Cairnburn Road,BusCoachTramOnStreetPoint,,,-5.8541517368,54.6062310979,09/07/2020,09/07/2020,Belfast Metro Ops,338709,375230
700000000166,Springdale,BusCoachTramOnStreetPoint,,,-5.9692351999,54.6008492934,09/07/2020,09/07/2020,Belfast Metro Ops,331291,374410
700000000167,C I Y M S,BusCoachTramOnStreetPoint,,,-5.8602929735,54.6054143709,09/07/2020,09/07/2020,Belfast Metro Ops,338315,375127
700000000168,Farset Int.,BusCoachTramOnStreetPoint,,,-5.9717643164,54.5994720961,09/07/2020,09/07/2020,Belfast Metro Ops,331132,374252
700000000169,Circular Road,BusCoachTramOnStreetPoint,,,-5.8636604706,54.6043597143,09/07/2020,09/07/2020,Belfast Metro Ops,338101,375003
700000000170,West Circular (Springfield),BusCoachTramOnStreetPoint,,,-5.9735514033,54.5993223371,09/07/2020,09/07/2020,Belfast Metro Ops,331017,374232
700000000171,Circular Road,BusCoachTramOnStreetPoint,,,-5.8708559865,54.6061667304,09/07/2020,09/07/2020,Belfast Metro Ops,337630,375190
700000000172,Springfield Parade,BusCoachTramOnStreetPoint,,,-5.974455264,54.601377036,09/07/2020,09/07/2020,Belfast Metro Ops,330952,374459
700000000173,Station Road,BusCoachTramOnStreetPoint,,,-5.8714269474,54.605826177,09/07/2020,09/07/2020,Belfast Metro Ops,337594,375150
700000000174,West Circular Flats,BusCoachTramOnStreetPoint,,,-5.974790788,54.6039702946,09/07/2020,09/07/2020,Belfast Metro Ops,330922,374747
700000000175,Clonaver,BusCoachTramOnStreetPoint,,,-5.8735030145,54.6043803193,09/07/2020,09/07/2020,Belfast Metro Ops,337465,374986
700000000176,West Circular Crescent,BusCoachTramOnStreetPoint,,,-5.974557824,54.6052332626,09/07/2020,09/07/2020,Belfast Metro Ops,330933,374888
700000000177,St Mark's,BusCoachTramOnStreetPoint,,,-5.875655977,54.6028637167,09/07/2020,09/07/2020,Belfast Metro Ops,337331,374813
700000000178,Ballygomartin Bapist Church,BusCoachTramOnStreetPoint,,,-5.9738093023,54.6072153742,09/07/2020,09/07/2020,Belfast Metro Ops,330975,375110
700000000179,Holywood Road (Park Avenue),BusCoachTramOnStreetPoint,,,-5.8781479593,54.601074485,09/07/2020,09/07/2020,Belfast Metro Ops,337176,374609
700000000180,Twaddell Avenue,BusCoachTramOnStreetPoint,,,-5.9675683615,54.6100757395,09/07/2020,09/07/2020,Belfast Metro Ops,331369,375440
700000000181,Strandtown,BusCoachTramOnStreetPoint,,,-5.8833014077,54.5992868612,09/07/2020,09/07/2020,Belfast Metro Ops,336849,374400
700000000182,The Avenue,BusCoachTramOnStreetPoint,,,-5.9674634001,54.6118709518,09/07/2020,09/07/2020,Belfast Metro Ops,331370,375640
700000000184,The Cabin,BusCoachTramOnStreetPoint,,,-5.9649867177,54.6134196585,09/07/2020,09/07/2020,Belfast Metro Ops,331525,375817
